text,label
i see leaf curling,Tomato___Leaf_Mold
visible signs are reddish brown pustules on leaves,Corn_(maize)___Common_rust_
plant has target shaped lesions,Tomato___Target_Spot
symptoms include leaf curling,Tomato___Leaf_Mold
visible signs are dark scabby lesions on fruit,Apple___Apple_scab
the plant is showing small dark spots on leaves,"Pepper,_bell___Bacterial_spot"
leaves show healthy plant,Blueberry___healthy
there are healthy leaves on leaves,Cherry_(including_sour)___healthy
there are healthy plant on leaves,Peach___healthy
leaves show leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
there are leaf striping patterns on leaves,Grape___Esca_(Black_Measles)
i see leaf scorch symptoms,Grape___Esca_(Black_Measles)
symptoms include healthy plant,Potato___healthy
plant has gray green leaf spots,Corn_(maize)___Northern_Leaf_Blight
i see yellow leaf discoloration,Apple___Cedar_apple_rust
symptoms include scorched leaf appearance,Strawberry___Leaf_scorch
i see scorched leaf appearance,Strawberry___Leaf_scorch
visible signs are green foliage,Raspberry___healthy
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
there are purple spots on leaves on leaves,Strawberry___Leaf_scorch
symptoms include tiny leaf lesions,Tomato___Septoria_leaf_spot
symptoms include upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has reddish brown pustules on leaves,Corn_(maize)___Common_rust_
there are yellowing of leaves on leaves,Potato___Early_blight
visible signs are yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include dark water soaked spots on leaves,Peach___Bacterial_spot
there are green leaves on leaves,Potato___healthy
symptoms include white powder on leaves,Squash___Powdery_mildew
the plant is showing target shaped lesions,Tomato___Target_Spot
the plant is showing healthy green leaves,"Pepper,_bell___healthy"
the plant is showing dry leaf patches,Potato___Early_blight
plant has yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show no symptoms,Potato___healthy
there are no symptoms on leaves,Raspberry___healthy
visible signs are healthy plant,Strawberry___healthy
leaves show healthy plant,Tomato___healthy
there are olive green spots on leaves on leaves,Apple___Apple_scab
visible signs are yellow halo around lesions,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
visible signs are leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing brown angular leaf spots,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
visible signs are target shaped lesions,Tomato___Target_Spot
i see dark water soaked spots on leaves,Peach___Bacterial_spot
plant has white fungal growth underside,Potato___Late_blight
plant has normal growth,"Pepper,_bell___healthy"
leaves show yellow mottled leaves,Orange___Haunglongbing_(Citrus_greening)
visible signs are healthy plant,Tomato___healthy
i see small dark spots on leaves,Tomato___Bacterial_spot
symptoms include no disease symptoms,Corn_(maize)___healthy
symptoms include dark water soaked spots,Tomato___Late_blight
leaves show leaf drying,Tomato___Target_Spot
there are green leaves on leaves,Potato___healthy
plant has long cigar shaped lesions,Corn_(maize)___Northern_Leaf_Blight
i see no disease,Strawberry___healthy
the plant is showing yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include brown spots with concentric rings,Potato___Early_blight
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
visible signs are green healthy leaves,Apple___healthy
there are leaf distortion and curling on leaves,Tomato___Tomato_mosaic_virus
visible signs are reddish brown pustules on leaves,Corn_(maize)___Common_rust_
the plant is showing small tube-like structures under leaves,Apple___Cedar_apple_rust
symptoms include no symptoms,Grape___healthy
plant has yellow halo around spots,"Pepper,_bell___Bacterial_spot"
visible signs are small dark spots on leaves,Tomato___Bacterial_spot
the plant is showing no visible disease,Apple___healthy
symptoms include small dark spots on leaves,Tomato___Bacterial_spot
there are green mold on underside on leaves,Tomato___Leaf_Mold
symptoms include no disease signs,Soybean___healthy
leaves show yellowing of leaves,Potato___Early_blight
i see reddish brown pustules on leaves,Corn_(maize)___Common_rust_
visible signs are no disease symptoms,Corn_(maize)___healthy
i see no symptoms,Blueberry___healthy
leaves show leaf curling,Tomato___Leaf_Mold
plant has black spots on leaves,Grape___Black_rot
i see brown angular leaf spots,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
leaves show target-like lesions,Tomato___Early_blight
leaves show healthy leaves,Cherry_(including_sour)___healthy
symptoms include green healthy leaves,Apple___healthy
leaves show target shaped lesions,Tomato___Target_Spot
there are upward leaf curling on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show long narrow leaf spots,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
plant has brown angular leaf spots,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
there are webbing under leaves on leaves,Tomato___Spider_mites Two-spotted_spider_mite
leaves show healthy green leaves,"Pepper,_bell___healthy"
symptoms include light and dark green patches,Tomato___Tomato_mosaic_virus
there are green mold on underside on leaves,Tomato___Leaf_Mold
leaves show target shaped lesions,Tomato___Target_Spot
leaves show brown angular leaf spots,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
the plant is showing white powdery coating on leaves,Cherry_(including_sour)___Powdery_mildew
visible signs are target-like lesions,Tomato___Early_blight
visible signs are no visible disease,Apple___healthy
i see leaf drop,Tomato___Bacterial_spot
leaves show light and dark green patches,Tomato___Tomato_mosaic_virus
plant has leaf tissue turning gray,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
the plant is showing leaf drop,Tomato___Bacterial_spot
i see no symptoms,Grape___healthy
symptoms include purple spots on leaves,Strawberry___Leaf_scorch
there are green mold on underside on leaves,Tomato___Leaf_Mold
there are yellow halo around spots on leaves,Tomato___Septoria_leaf_spot
i see green leaves,Peach___healthy
there are no symptoms on leaves,Blueberry___healthy
i see reddish brown pustules on leaves,Corn_(maize)___Common_rust_
plant has no symptoms,Blueberry___healthy
there are green leaves on leaves,Tomato___healthy
leaves show green leaves,Tomato___healthy
there are yellow mottled leaves on leaves,Orange___Haunglongbing_(Citrus_greening)
the plant is showing reddish brown pustules on leaves,Corn_(maize)___Common_rust_
visible signs are healthy vine,Grape___healthy
the plant is showing leaf edges turning brown,Strawberry___Leaf_scorch
there are normal plant growth on leaves,Apple___healthy
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
plant has green foliage,Raspberry___healthy
the plant is showing leaf drying,Tomato___Target_Spot
the plant is showing leaf tissue turning gray,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
leaves show no symptoms,Peach___healthy
i see small dark spots on leaves,Tomato___Bacterial_spot
i see leaf tissue turning gray,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
the plant is showing dusty white appearance,Squash___Powdery_mildew
there are powdery spores on leaf surface on leaves,Corn_(maize)___Common_rust_
i see green leaves,Tomato___healthy
visible signs are long narrow leaf spots,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
visible signs are leaf edges turning brown,Apple___Black_rot
plant has olive green spots on leaves,Apple___Apple_scab
there are no disease signs on leaves,Soybean___healthy
visible signs are no symptoms,Raspberry___healthy
the plant is showing green healthy leaves,Apple___healthy
plant has webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
there are healthy leaves on leaves,Cherry_(including_sour)___healthy
there are yellow halo around lesions on leaves,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plant has tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
symptoms include healthy plant,Tomato___healthy
visible signs are small rust spots,Corn_(maize)___Common_rust_
leaves show leaf drying,Tomato___Target_Spot
plant has no disease,Strawberry___healthy
leaves show healthy leaves,Raspberry___healthy
symptoms include powdery spores on leaf surface,Corn_(maize)___Common_rust_
the plant is showing healthy crop,Corn_(maize)___healthy
visible signs are healthy plant,Tomato___healthy
plant has gray green leaf spots,Corn_(maize)___Northern_Leaf_Blight
there are no symptoms on leaves,Grape___healthy
visible signs are purple spots on leaves,Strawberry___Leaf_scorch
i see yellow halo around lesions,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
the plant is showing brown spots with concentric rings,Potato___Early_blight
the plant is showing small tube-like structures under leaves,Apple___Cedar_apple_rust
visible signs are no symptoms,Potato___healthy
leaves show healthy crop,Soybean___healthy
the plant is showing fungal coating,Squash___Powdery_mildew
there are light and dark green patches on leaves,Tomato___Tomato_mosaic_virus
there are no symptoms on leaves,Grape___healthy
symptoms include green leaves,Peach___healthy
leaves show leaves appear dusty white,Cherry_(including_sour)___Powdery_mildew
visible signs are tiny leaf lesions,Tomato___Septoria_leaf_spot
there are reddish brown pustules on leaves on leaves,Corn_(maize)___Common_rust_
leaves show white powder on leaves,Squash___Powdery_mildew
plant has gray green leaf spots,Corn_(maize)___Northern_Leaf_Blight
the plant is showing fruit surface lesions,Peach___Bacterial_spot
i see healthy crop,Soybean___healthy
i see green mold on underside,Tomato___Leaf_Mold
there are black spots on leaves on leaves,Grape___Black_rot
visible signs are fruit surface lesions,Peach___Bacterial_spot
symptoms include green leaves,Tomato___healthy
the plant is showing no symptoms,Blueberry___healthy
there are stunted plant growth on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are green leaves,Grape___healthy
there are brown spots with concentric rings on leaves,Potato___Early_blight
leaves show healthy plant,Tomato___healthy
plant has no symptoms,Potato___healthy
plant has fruit shriveling and drying,Grape___Black_rot
symptoms include olive green spots on leaves,Apple___Apple_scab
plant has leaf edges turning brown,Strawberry___Leaf_scorch
there are green leaves on leaves,Blueberry___healthy
the plant is showing green foliage,Raspberry___healthy
symptoms include dusty white appearance,Squash___Powdery_mildew
visible signs are gray green leaf spots,Corn_(maize)___Northern_Leaf_Blight
symptoms include yellow leaf discoloration,Apple___Cedar_apple_rust
i see dark spots on grapes,Grape___Esca_(Black_Measles)
i see dark scabby lesions on fruit,Apple___Apple_scab
the plant is showing brown spots with concentric rings,Potato___Early_blight
visible signs are fungal coating,Squash___Powdery_mildew
there are white mold under leaves on leaves,Tomato___Late_blight
symptoms include healthy crop,Soybean___healthy
leaves show reddish brown pustules on leaves,Corn_(maize)___Common_rust_
visible signs are small deformed fruits,Orange___Haunglongbing_(Citrus_greening)
i see leaf drop,"Pepper,_bell___Bacterial_spot"
the plant is showing dusty white appearance,Squash___Powdery_mildew
visible signs are small rust spots,Corn_(maize)___Common_rust_
visible signs are long narrow leaf spots,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
plant has no disease,"Pepper,_bell___healthy"
plant has small rust spots,Corn_(maize)___Common_rust_
plant has normal growth,"Pepper,_bell___healthy"
plant has brown spots with concentric rings,Potato___Early_blight
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
symptoms include leaf drying,Tomato___Target_Spot
visible signs are dusty white appearance,Squash___Powdery_mildew
plant has yellow leaf discoloration,Apple___Cedar_apple_rust
visible signs are yellow halo around lesions,Tomato___Bacterial_spot
there are yellowing of leaves on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
i see healthy plant,Strawberry___healthy
symptoms include scorched leaf appearance,Strawberry___Leaf_scorch
visible signs are dark scabby lesions on fruit,Apple___Apple_scab
i see green leaves,Soybean___healthy
symptoms include green leaves,Potato___healthy
the plant is showing leaf curling,Tomato___Leaf_Mold
leaves show healthy vine,Grape___healthy
i see green leaves,Soybean___healthy
symptoms include black spots on leaves,Grape___Black_rot
symptoms include healthy plant,Tomato___healthy
the plant is showing no disease signs,Soybean___healthy
leaves show mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
visible signs are leaf drying,Tomato___Target_Spot
leaves show no symptoms,Tomato___healthy
i see olive green spots on leaves,Apple___Apple_scab
the plant is showing no disease symptoms,Corn_(maize)___healthy
leaves show green foliage,Cherry_(including_sour)___healthy
i see green healthy leaves,Apple___healthy
visible signs are leaf distortion and curling,Tomato___Tomato_mosaic_virus
i see green leaves,Tomato___healthy
there are asymmetrical leaf yellowing on leaves,Orange___Haunglongbing_(Citrus_greening)
visible signs are green foliage,Cherry_(including_sour)___healthy
leaves show dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked lesions,Potato___Late_blight
symptoms include olive green spots on leaves,Apple___Apple_scab
the plant is showing healthy plant,Peach___healthy
the plant is showing reddish brown pustules on leaves,Corn_(maize)___Common_rust_
symptoms include brown circular lesions,Grape___Black_rot
the plant is showing green leaves,Tomato___healthy
visible signs are small tube-like structures under leaves,Apple___Cedar_apple_rust
symptoms include healthy plant,Strawberry___healthy
leaves show normal plant growth,Apple___healthy
leaves show normal plant growth,Apple___healthy
visible signs are bright orange spots on leaves,Apple___Cedar_apple_rust
symptoms include healthy crop,Soybean___healthy
i see leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
plant has fungal growth on leaf surface,Cherry_(including_sour)___Powdery_mildew
the plant is showing yellow spots on upper leaves,Tomato___Leaf_Mold
leaves show no symptoms,Tomato___healthy
plant has no visible disease,Apple___healthy
leaves show leaf holes and tearing,Peach___Bacterial_spot
i see yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing green foliage,Cherry_(including_sour)___healthy
visible signs are dark scabby lesions on fruit,Apple___Apple_scab
the plant is showing no signs of disease,Cherry_(including_sour)___healthy
i see dusty white appearance,Squash___Powdery_mildew
there are normal growth on leaves,"Pepper,_bell___healthy"
leaves show yellow halo around spots,"Pepper,_bell___Bacterial_spot"
there are yellow leaf discoloration on leaves,Apple___Cedar_apple_rust
i see dark water soaked spots,Tomato___Late_blight
i see dark water soaked spots on leaves,Peach___Bacterial_spot
visible signs are brown spots with concentric rings,Tomato___Early_blight
visible signs are no disease signs,Soybean___healthy
plant has fruit surface lesions,Peach___Bacterial_spot
plant has green leaves,Tomato___healthy
symptoms include white mold under leaves,Tomato___Late_blight
symptoms include leaves appear dusty white,Cherry_(including_sour)___Powdery_mildew
the plant is showing leaf rot,Potato___Late_blight
i see small tube-like structures under leaves,Apple___Cedar_apple_rust
there are healthy plant on leaves,Potato___healthy
i see brown spots with concentric rings,Potato___Early_blight
leaves show olive green spots on leaves,Apple___Apple_scab
there are green leaves on leaves,Blueberry___healthy
there are dark water soaked spots on leaves on leaves,Peach___Bacterial_spot
visible signs are long cigar shaped lesions,Corn_(maize)___Northern_Leaf_Blight
there are gray rectangular lesions on leaves on leaves,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
there are black rotten spots on fruit on leaves,Apple___Black_rot
there are dry leaf patches on leaves,Potato___Early_blight
visible signs are leaf rot and decay,Tomato___Late_blight
leaves show green leaves,Corn_(maize)___healthy
i see dark water soaked spots on leaves,Peach___Bacterial_spot
there are no disease symptoms on leaves,Corn_(maize)___healthy
leaves show no visible disease,Apple___healthy
leaves show leaf drying,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
symptoms include leaf drop,Tomato___Bacterial_spot
there are dry leaf patches on leaves,Potato___Early_blight
the plant is showing purple spots on leaves,Strawberry___Leaf_scorch
symptoms include leaf drop,Tomato___Bacterial_spot
plant has green leaves,Grape___healthy
there are target shaped lesions on leaves,Tomato___Target_Spot
visible signs are dark spots on grapes,Grape___Esca_(Black_Measles)
symptoms include leaves appear dusty white,Cherry_(including_sour)___Powdery_mildew
i see yellowing of leaves,Potato___Early_blight
i see small circular brown spots,Tomato___Septoria_leaf_spot
visible signs are healthy vine,Grape___healthy
symptoms include dusty white appearance,Squash___Powdery_mildew
symptoms include no disease signs,Soybean___healthy
leaves show healthy crop,Corn_(maize)___healthy
plant has healthy green leaves,"Pepper,_bell___healthy"
leaves show leaf edges turning brown,Strawberry___Leaf_scorch
the plant is showing leaf blight symptoms,Corn_(maize)___Northern_Leaf_Blight
i see green leaves,Corn_(maize)___healthy
i see fungal growth on leaf surface,Cherry_(including_sour)___Powdery_mildew
leaves show target-like lesions,Tomato___Early_blight
leaves show fruit surface lesions,Peach___Bacterial_spot
the plant is showing no symptoms,Grape___healthy
leaves show healthy plant,Strawberry___healthy
i see fruit shriveling and drying,Grape___Black_rot
the plant is showing leaf rot and decay,Tomato___Late_blight
i see white powdery coating on leaves,Cherry_(including_sour)___Powdery_mildew
i see brown angular leaf spots,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
leaves show healthy plant,Tomato___healthy
leaves show white fungal growth underside,Potato___Late_blight
leaves show no symptoms,Potato___healthy
visible signs are leaf drop,Tomato___Bacterial_spot
plant has small circular brown spots,Tomato___Septoria_leaf_spot
plant has tiny leaf lesions,Tomato___Septoria_leaf_spot
the plant is showing fungal coating,Squash___Powdery_mildew
there are green leaves on leaves,Tomato___healthy
plant has stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing yellow leaf discoloration,Apple___Cedar_apple_rust
leaves show green leaves,Soybean___healthy
plant has small rust spots,Corn_(maize)___Common_rust_
i see yellowing around leaf spots,Apple___Apple_scab
the plant is showing healthy plant,Strawberry___healthy
plant has dry leaf patches,Potato___Early_blight
the plant is showing healthy leaves,Raspberry___healthy
the plant is showing yellowing of lower leaves,Tomato___Early_blight
the plant is showing dark water soaked spots,Tomato___Late_blight
symptoms include healthy plant,Strawberry___healthy
symptoms include yellow halo around spots,Tomato___Septoria_leaf_spot
visible signs are healthy crop,Soybean___healthy
i see dark water soaked spots,Tomato___Late_blight
leaves show green leaves,Blueberry___healthy
plant has green leaves,Potato___healthy
i see green leaves,Soybean___healthy
i see stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show purple lesions on leaves,Apple___Black_rot
leaves show fruit shriveling and drying,Grape___Black_rot
symptoms include green mold on underside,Tomato___Leaf_Mold
visible signs are healthy vine,Grape___healthy
i see mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
i see dry leaf patches,Potato___Early_blight
plant has yellow mottled leaves,Orange___Haunglongbing_(Citrus_greening)
i see leaf scorch symptoms,Grape___Esca_(Black_Measles)
there are leaf edges turning brown on leaves,Strawberry___Leaf_scorch
visible signs are small tube-like structures under leaves,Apple___Cedar_apple_rust
plant has healthy crop,Soybean___healthy
i see brown spots with concentric rings,Tomato___Early_blight
plant has fungal coating,Squash___Powdery_mildew
plant has yellowing around leaf spots,Apple___Apple_scab
the plant is showing yellow halo around lesions,Tomato___Bacterial_spot
the plant is showing dark spots on grapes,Grape___Esca_(Black_Measles)
the plant is showing healthy crop,Corn_(maize)___healthy
i see purple spots on leaves,Strawberry___Leaf_scorch
visible signs are leaf drying,Tomato___Target_Spot
leaves show white fungal growth underside,Potato___Late_blight
visible signs are no disease,"Pepper,_bell___healthy"
the plant is showing leaf tissue turning gray,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
i see normal growth,"Pepper,_bell___healthy"
symptoms include normal growth,"Pepper,_bell___healthy"
visible signs are upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has powdery spores on leaf surface,Corn_(maize)___Common_rust_
symptoms include fungal growth on leaf surface,Cherry_(including_sour)___Powdery_mildew
there are yellow spots on upper leaves on leaves,Tomato___Leaf_Mold
the plant is showing leaf drying,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
visible signs are yellowing around leaf spots,Apple___Apple_scab
i see healthy green leaves,"Pepper,_bell___healthy"
plant has no disease signs,Soybean___healthy
plant has black spots on leaves,Grape___Black_rot
the plant is showing fungal coating,Squash___Powdery_mildew
